pe_ratio,crest_factor,spectral_slope,gd_variance,class
0.0,31.999999999998977,0.0,2.6230705017623454e-19,Click_M1
0.0,31.999999999998977,0.0,2.62452635579631e-19,Click_M1
0.0,31.999999999998963,0.0,2.697243157210993e-19,Click_M1
0.0,31.99999999999895,0.0,2.7766417523616434e-19,Click_M1
0.0,31.999999999998924,0.0,2.8928523566192183e-19,Click_M1
0.0,31.99999999999888,0.0,3.136239265870436e-19,Click_M1
0.0,31.999999999997634,0.0,1.4006248646751212e-18,Click_M1
0.0,31.99999999999754,0.0,1.5139644930475864e-18,Click_M1
0.0,31.999999999998963,0.0,2.6966527570487834e-19,Click_M1
0.0,31.999999999998977,0.0,2.6140532798891084e-19,Click_M1
0.0,31.99999999999898,0.0,2.6053417109457325e-19,Click_M1
0.0,31.99999999999615,0.0,3.715817561451035e-18,Click_M1
0.0,31.999999999998966,0.0,2.676911687833422e-19,Click_M1
0.0,31.999999999992713,0.0,1.3277731011502406e-17,Click_M1
0.0,31.999999999996906,0.0,2.4002294309143206e-18,Click_M1
0.0,31.999999999985405,0.0,5.3249376716220484e-17,Click_M1
0.0,31.99999999999895,0.0,2.766168110998945e-19,Click_M1
0.0,31.999999999998963,0.0,2.687509810184787e-19,Click_M1
0.0,31.999999999998977,0.0,2.616960367377835e-19,Click_M1
0.0,31.999999999998956,0.0,2.7408144920804404e-19,Click_M1
0.0,31.999999999998927,0.0,2.887657226163859e-19,Click_M1
0.0,31.99999999999878,0.0,3.7225719774442576e-19,Click_M1
0.0,31.99999999999813,0.0,8.733011015816874e-19,Click_M1
0.0,31.999999999993676,0.0,9.990878840254395e-18,Click_M1
0.0,31.99999999999195,0.0,1.6206780699638478e-17,Click_M1
0.0,31.999999999998934,0.0,2.8438386256835696e-19,Click_M1
0.0,31.999999999998295,0.0,7.291483491567684e-19,Click_M1
0.0,31.999999999998817,0.0,3.509302843543066e-19,Click_M1
0.0,31.999999999998764,0.0,3.834732934836146e-19,Click_M1
0.0,31.999999999998842,0.0,3.3656698287302946e-19,Click_M1
0.0,31.999999999998934,0.0,2.835962638405843e-19,Click_M1
0.0,31.99999999999897,0.0,2.6628134282682213e-19,Click_M1
